rank,company,equipment_type,country,equipment_age,priority_score
3137,SPV NH Ostrava,Wire Rod Mill,Czech Republic,67,12.1
3138,Al-Tuwairqi Group,AC-Electric Arc Furnace,United Kingdom,51,12.1
3139,Celsa Group,Medium Section Mill,Spain,25,11.9
3140,Beltrame Group,Medium Section Mill,Italy,71,11.9
3141,UMB Steel srl,Ladle Furnace,Romania,24,11.8
3142,Sande Stahlguss,AC-Electric Arc Furnace,Germany,30,11.8
3143,Lodhia Industries,Light Section And Bar Mill,Tanzania,0,11.8
3144,Georgsmarienhuette Holding,AC-Electric Arc Furnace,Germany,30,11.8
3145,Marcegaglia SpA,Special Converter Processes,United Kingdom,0,11.7
3146,Special Metals Corp,Special Converter Processes,United Kingdom,0,11.7
3147,Viohalco S.A.,AC-Electric Arc Furnace,Bulgaria,40,11.6
3148,Liberty Steel Group,Ladle Furnace,Australia,39,11.6
3149,Vorskla Denmark,Ladle Furnace,Denmark,50,11.6
3150,Megasa,DC-Electric Arc Furnace,Spain,17,11.6
3151,CL Grupo Industrial,Wire Rod Mill In Bar Mill,Spain,19,11.5
3152,Liberty Steel Group,Light Section And Bar Mill,Australia,58,11.5
3153,Speciality Steels UK,Vacuum Degassing Plant,United Kingdom,39,11.5
3154,Sev.en Global Investments,AC-Electric Arc Furnace,Norway,18,11.5
3155,Samsung C&T,Reversing Cold Rolling Mill,Romania,46,11.4
3156,Celsa Group,Ladle Furnace,Spain,21,11.4
3157,Progressive Green Solutions (PGS),Direct or Smelting Reduction P,Australia,0,11.2
3158,Posco,Direct or Smelting Reduction P,Australia,0,11.2
3159,Greensteel Australia,Direct or Smelting Reduction P,Australia,0,11.2
3160,Bluescope Steel,Direct or Smelting Reduction P,Australia,0,11.2
3161,Invicta Merchent Bar,Light Section And Bar Mill,United Kingdom,51,11.2
3162,Green Steel of WA Pty Ltd (GSWA),Direct or Smelting Reduction P,Australia,0,11.2
3163,SIJ Group,Blooming And Slabbing Mill,Slovenia,18,11.2
3164,Calix Limited,Direct or Smelting Reduction P,Australia,0,11.2
3165,SIJ Group,Organic Coating Line,Slovenia,22,11.1
3166,Celsa Group,Wire Rod Mill In Bar Mill,Spain,22,11.0
3167,Speciality Steels UK,Vacuum Degassing Plant,United Kingdom,44,11.0
3168,Oyak Mining Metallurgy,Batch Annealing Plant,Romania,10,10.9
3169,Tenaris S.A.,Blast Furnace,Romania,32,10.9
3170,Viohalco S.A.,Continuous Billet Caster,Greece,53,10.9
3171,Celsa Group,Light Section And Bar Mill,Spain,24,10.8
3172,SIJ Group,Vacuum Degassing Plant,Slovenia,0,10.8
3173,Liberty Steel Group,AC-Electric Arc Furnace,Australia,34,10.7
3174,Intertrust Holding,AC-Electric Arc Furnace,Bulgaria,32,10.7
3175,Liberty Steel Group,AC-Electric Arc Furnace,Australia,34,10.7
3176,Companhia Siderurgica Nacional (CSN),Reversing Cold Rolling Mill,Portugal,56,10.6
3177,Celsa Group,Continuous Billet Caster,France,30,10.6
3178,Companhia Siderurgica Nacional (CSN),Temper-  Skin Pass Mill (CR),Portugal,0,10.5
3179,Megasa,Wire Rod Mill In Bar Mill,Portugal,65,10.5
3180,Sev.en Global Investments,Continuous Billet Caster,Norway,44,10.5
3181,Max Aicher Group,Wire Rod Mill In Bar Mill,Slovakia,15,10.4
3182,Artrom Steel Tubes S.A.,Billet-heavy Bar Mill,Romania,48,10.3
3183,Ori Martin SpA,Continuous Billet Caster,Italy,15,10.2
3184,Liberty Steel Group,Blooming And Slabbing Mill,Romania,58,10.2
3185,Stelax Industries Ltd.,Light Section And Bar Mill,United Kingdom,28,10.2
3186,Hebei Jingye Group,Wire Rod Mill,United Kingdom,50,10.1
3187,Al-Tuwairqi Group,Wire Rod Mill,United Kingdom,50,10.1
3188,Sev.en Global Investments,Wire Rod Mill,United Kingdom,50,10.1
3189,Al-Tuwairqi Group,Continuous Billet Caster,United Kingdom,28,10.0
3190,Sev.en Global Investments,Wire Rod Mill In Bar Mill,United Kingdom,50,9.9
3191,Danieli Group,AC-Electric Arc Furnace,Croatia,16,9.9
3192,Max Aicher Group,Light Section And Bar Mill,Slovakia,15,9.9
3193,Feralpi Group,Continuous Billet Caster,Germany,32,9.8
3194,Acc. E Ferr. Stefana SpA,Medium Section Mill,Italy,58,9.8
3195,Hellenic Halyvourgia SA,Continuous Billet Caster,Greece,51,9.8
3196,Hellenic Halyvourgia SA,Continuous Billet Caster,Greece,50,9.7
3197,Kremikovtzi,Ladle Furnace,Bulgaria,0,9.7
3198,Future Forgeworks,Ladle Furnace,Australia,0,9.5
3199,UMB Steel srl,Light Section And Bar Mill,Romania,65,9.5
3200,Speciality Steels UK,Induction Melt Furnace,United Kingdom,11,9.4
3201,Liberty Steel Group,AC-Electric Arc Furnace,Romania,1,9.4
3202,Liberty Steel Group,AC-Electric Arc Furnace,Romania,1,9.4
3203,Georgsmarienhuette Holding,AC-Electric Arc Furnace,Belgium,62,9.3
3204,Profiland Steel,Hot Dip Metal Coating Line,Romania,15,9.2
3205,Liberty Steel Group,Light Section And Bar Mill,United Kingdom,31,9.2
3206,Liberty Steel Group,Continuous Billet Caster,United Kingdom,42,9.2
3207,Celsa Group,Wire Rod Mill,Spain,20,9.2
3208,Danieli Group,AC-Electric Arc Furnace,Croatia,0,9.1
3209,Csepel Metal,Reversing Cold Rolling Mill,Hungary,66,9.1
3210,Salgotarjan Metal,Reversing Cold Rolling Mill,Hungary,66,9.1
3211,UMB Steel srl,Vacuum Degassing Plant,Romania,11,9.1
3212,Salgotarjan Metal,Reversing Cold Rolling Mill,Hungary,66,9.1
3213,Special Metals Corp,Steel Remelting Furnace,United Kingdom,40,9.1
3214,Special Metals Corp,Steel Remelting Furnace,United Kingdom,40,9.1
3215,Unsco Steels Ltd,Light Section And Bar Mill,United Kingdom,59,9.0
3216,Kremikovtzi,Sintering Plant,Bulgaria,64,8.9
3217,Liberty Steel Group,Organic Coating Line,Romania,9,8.9
3218,Greensteel Australia,Medium Section Mill,Australia,0,8.8
3219,Liberty Steel Group,AC-Electric Arc Furnace,Hungary,0,8.7
3220,Speciality Steels UK,Light Section And Bar Mill,United Kingdom,50,8.7
3221,Sheffield Forgemasters ,Ladle Furnace,United Kingdom,41,8.7
3222,Liberty Steel Group,AC-Electric Arc Furnace,Hungary,0,8.7
3223,Poldi Ocel,Medium Section Mill,Czech Republic,41,8.7
3224,Artrom Steel Tubes S.A.,Medium Section Mill,Romania,115,8.7
3225,Sev.en Global Investments,Light Section And Bar Mill,United Kingdom,50,8.7
3226,Speciality Steels UK,Ladle Furnace,United Kingdom,41,8.7
3227,Liberty Steel Group,Reversing Cold Rolling Mill,Romania,0,8.6
3228,Liberty Steel Group,Ladle Furnace,United Kingdom,26,8.6
3229,Ussuri Capital,Reversing Cold Rolling Mill,Romania,0,8.6
3230,CL Grupo Industrial,Ladle Furnace,Spain,18,8.6
3231,Sidenor Spain,Ladle Furnace,Spain,18,8.6
3232,Ussuri Capital,Pickling Line,Romania,0,8.6
3233,BGH Edelstahlwerke,Continuous Billet Caster,Germany,31,8.5
3234,Riva Group,Continuous Billet Caster,Germany,31,8.5
3235,Sidenor Spain,Continuous Billet Caster,Spain,26,8.4
3236,Liberty Steel Group,Light Section And Bar Mill,Australia,39,8.4
3237,SPV NH Ostrava,Open Hearth Meltshop,Czech Republic,74,8.3
3238,Trinecke Zelezarny,Wire Rod Mill,Czech Republic,53,8.3
3239,Beltrame Group,Ladle Furnace,Romania,0,8.2
3240,Beltrame Group,Ladle Furnace,Romania,0,8.2
3241,DAM 2004,AC-Electric Arc Furnace,Hungary,44,8.2
3242,Megasa,Ladle Furnace,Portugal,24,8.1
3243,Sheffield Forgemasters ,Vacuum Degassing Plant,United Kingdom,0,8.1
3244,Hebei Jingye Group,Vacuum Degassing Plant,United Kingdom,0,8.1
3245,Hebei Jingye Group,Vacuum Degassing Plant,United Kingdom,0,8.1
3246,Liberty Steel Group,Light Section And Bar Mill,Australia,0,8.0
3247,Ussuri Capital,AC-Electric Arc Furnace,Romania,0,8.0
3248,UMB Steel srl,AC-Electric Arc Furnace,Romania,0,8.0
3249,SPV NH Ostrava,Light Section And Bar Mill,Czech Republic,43,8.0
3250,UMB Steel srl,AC-Electric Arc Furnace,Romania,0,8.0
3251,Beltrame Group,AC-Electric Arc Furnace,Romania,0,8.0
3252,UMB Steel srl,AC-Electric Arc Furnace,Romania,0,8.0
3253,Future Forgeworks,Light Section And Bar Mill,Australia,0,8.0
3254,Alter Steel,Light Section And Bar Mill,Australia,0,8.0
3255,UMB Steel srl,AC-Electric Arc Furnace,Romania,0,8.0
3256,Greensteel Australia,Light Section And Bar Mill,Australia,0,8.0
3257,UMB Steel srl,AC-Electric Arc Furnace,Romania,0,8.0
3258,Tenaris S.A.,Sintering Plant,Romania,32,8.0
3259,Al-Tuwairqi Group,AC-Electric Arc Furnace,United Kingdom,20,8.0
3260,UMB Steel srl,AC-Electric Arc Furnace,Romania,0,8.0
3261,Liberty Steel Group,Plate Mill,Romania,59,8.0
3262,Beltrame Group,AC-Electric Arc Furnace,Romania,0,8.0
3263,Green Steel of WA Pty Ltd (GSWA),Pelletizing Plant,Australia,0,7.9
3264,Posco,Pelletizing Plant,Australia,0,7.9
3265,Viohalco S.A.,Light Section And Bar Mill,Bulgaria,0,7.9
3266,Tenaris S.A.,Ladle Furnace,Romania,30,7.9
3267,Progressive Green Solutions (PGS),Pelletizing Plant,Australia,0,7.9
3268,Ussuri Capital,Hot Dip Metal Coating Line,Romania,0,7.7
3269,UMB Steel srl,Medium Section Mill,Romania,64,7.5
3270,UMB Steel srl,Coking Plant,Romania,71,7.5
3271,Liberty Steel Group,Sintering Plant,Romania,42,7.4
3272,Speciality Steels UK,Ladle Furnace,United Kingdom,21,7.4
3273,Walsin Lihwa Corp,Steel Remelting Furnace,United Kingdom,0,7.3
3274,Speciality Steels UK,Steel Remelting Furnace,United Kingdom,0,7.3
3275,Max Aicher Group,AC-Electric Arc Furnace,Slovakia,15,7.3
3276,Special Metals Corp,Steel Remelting Furnace,United Kingdom,0,7.3
3277,Walsin Lihwa Corp,Steel Remelting Furnace,United Kingdom,0,7.3
3278,Speciality Steels UK,Steel Remelting Furnace,United Kingdom,0,7.3
3279,Speciality Steels UK,Steel Remelting Furnace,United Kingdom,0,7.3
3280,Walsin Lihwa Corp,Steel Remelting Furnace,United Kingdom,0,7.3
3281,Walsin Lihwa Corp,Steel Remelting Furnace,United Kingdom,0,7.3
3282,Walsin Lihwa Corp,Steel Remelting Furnace,United Kingdom,0,7.3
3283,Walsin Lihwa Corp,Steel Remelting Furnace,United Kingdom,0,7.3
3284,Walsin Lihwa Corp,Steel Remelting Furnace,United Kingdom,0,7.3
3285,Ussuri Capital,Organic Coating Line,Romania,0,7.3
3286,Liberty Steel Group,Batch Annealing Plant,Romania,0,7.2
3287,Hebei Jingye Group,Continuous Billet Caster,United Kingdom,44,7.2
3288,Liberty Steel Group,Blast Furnace,Romania,51,7.2
3289,Liberty Steel Group,Continuous Slab Caster,Romania,51,7.2
3290,Unsco Steels Ltd,Billet-heavy Bar Mill,United Kingdom,0,7.2
3291,Kremikovtzi,Wire Rod Mill,Bulgaria,0,7.2
3292,Riva Group,Light Section And Bar Mill,Belgium,55,7.2
3293,Walsin Lihwa Corp,Billet-heavy Bar Mill,United Kingdom,0,7.2
3294,UMB Steel srl,Heavy Section Mill,Romania,0,7.2
3295,Speciality Steels UK,Continuous Billet Caster,United Kingdom,44,7.2
3296,Max Aicher Group,Light Section And Bar Mill,Romania,0,7.1
3297,Tyco European Tubing,Hot Strip Mill,United Kingdom,0,7.1
3298,Ductile Stourbridge Cold Mills,Hot Strip Mill,United Kingdom,0,7.1
3299,Liberty Steel Group,Continuous Slab Caster,Romania,50,7.1
3300,UMB Steel srl,Continuous Bloom Caster,Romania,29,7.0
3301,SIJ Group,Billet-heavy Bar Mill,Slovenia,18,7.0
3302,Liberty Steel Group,Ladle Furnace,Romania,21,7.0
3303,Acc. E Ferr. Stefana SpA,Continuous Billet Caster,Italy,0,7.0
3304,Liberty Steel Group,Ladle Furnace,Romania,21,7.0
3305,Liberty Steel Group,Hot Strip Mill,Hungary,66,6.9
3306,Megasa,Light Section And Bar Mill,Portugal,65,6.9
3307,Kremikovtzi,Blast Furnace,Bulgaria,64,6.8
3308,Kremikovtzi,Blast Furnace,Bulgaria,64,6.8
3309,Speciality Steels UK,Induction Melt Furnace,United Kingdom,0,6.8
3310,North Eastern Iron Refining Co. Ltd.,Induction Melt Furnace,United Kingdom,0,6.8
3311,Walsin Lihwa Corp,Induction Melt Furnace,United Kingdom,0,6.8
3312,Walsin Lihwa Corp,Induction Melt Furnace,United Kingdom,0,6.8
3313,Kremikovtzi,Blast Furnace,Bulgaria,64,6.8
3314,Special Metals Corp,Induction Melt Furnace,United Kingdom,0,6.8
3315,North Eastern Iron Refining Co. Ltd.,Induction Melt Furnace,United Kingdom,0,6.8
3316,Companhia Siderurgica Nacional (CSN),Reversing Cold Rolling Mill,Portugal,0,6.7
3317,Liberty Steel Group,Light Section And Bar Mill,United Kingdom,20,6.7
3318,CL Grupo Industrial,Light Section And Bar Mill,Spain,19,6.7
3319,Duferco Danish Steel A/s,Light Section And Bar Mill,Denmark,63,6.6
3320,CL Grupo Industrial,Medium Section Mill,Spain,18,6.6
3321,Beltrame Group,Steel Remelting Furnace,Romania,0,6.6
3322,CL Grupo Industrial,AC-Electric Arc Furnace,Spain,18,6.6
3323,Terra SA,Steel Remelting Furnace,Romania,0,6.6
3324,UMB Steel srl,Steel Remelting Furnace,Romania,0,6.6
3325,Liberty Steel Group,Continuous Billet Caster,Australia,30,6.5
3326,Max Aicher Group,Ladle Furnace,Hungary,26,6.5
3327,Sev.en Global Investments,Ladle Furnace,United Kingdom,19,6.5
3328,Samsung C&T,Reversing Cold Rolling Mill,Romania,16,6.4
3329,Sev.en Global Investments,Continuous Billet Caster,United Kingdom,50,6.4
3330,Liberty Steel Group,Continuous Billet Caster,Australia,34,6.4
3331,Vorskla Denmark,Continuous Billet Caster,Denmark,46,6.3
3332,Beltrame Group,Continuous Bloom Caster,Romania,31,6.3
3333,Profiland Steel,Pickling Line,Romania,13,6.3
3334,Liberty Steel Group,Blast Furnace,Hungary,72,6.2
3335,Companhia Siderurgica Nacional (CSN),Pickling Line,Portugal,21,6.1
3336,Companhia Siderurgica Nacional (CSN),Batch Annealing Plant,Portugal,0,6.1
3337,SIJ Group,Vacuum Degassing Plant,Slovenia,21,6.0
3338,Ussuri Capital,Thin-Slab Caster,Romania,0,6.0
3339,Liberty Steel Group,Blast Furnace,Hungary,69,6.0
3340,Tenaris S.A.,AC-Electric Arc Furnace,Romania,27,5.9
3341,Industria Sarmei Campia Turzii,AC-Electric Arc Furnace,Romania,27,5.9
3342,Rugui Steel,Induction Melt Furnace,Spain,15,5.9
3343,Metinvest Holding,Light Section And Bar Mill,Bulgaria,39,5.9
3344,Liberty Steel Group,Blast Furnace,Romania,45,5.8
3345,Artrom Steel Tubes S.A.,Continuous Bloom Caster,Romania,20,5.8
3346,Marcegaglia SpA,Wire Rod Mill In Bar Mill,United Kingdom,0,5.8
3347,Liberty Steel Group,Vacuum Degassing Plant,Hungary,0,5.7
3348,Liberty Steel Group,Wire Rod Mill,United Kingdom,0,5.7
3349,DAM 2004,Vacuum Degassing Plant,Hungary,0,5.7
3350,Industria Sarmei Campia Turzii,Wire Rod Mill,Romania,59,5.7
3351,Liberty Steel Group,Vacuum Degassing Plant,Romania,0,5.6
3352,Beltrame Group,Medium Section Mill,Romania,0,5.6
3353,Liberty Steel Group,Medium Section Mill,Romania,0,5.6
3354,Sidenor Spain,Continuous Bloom Caster,Spain,17,5.6
3355,Liberty Steel Group,Vacuum Degassing Plant,Romania,0,5.6
3356,Artrom Steel Tubes S.A.,Vacuum Degassing Plant,Romania,0,5.6
3357,Beltrame Group,Medium Section Mill,Romania,0,5.6
3358,Beltrame Group,Vacuum Degassing Plant,Romania,0,5.6
3359,DAM 2004,Ladle Furnace,Hungary,45,5.6
3360,Viohalco S.A.,Plate Mill,Bulgaria,64,5.5
3361,Tenaris S.A.,Continuous Bloom Caster,Romania,36,5.5
3362,Tenaris S.A.,Continuous Bloom Caster,Romania,36,5.5
3363,Speciality Steels UK,Steel Remelting Furnace,United Kingdom,43,5.5
3364,Profiland Steel,Reversing Cold Rolling Mill,Romania,15,5.4
3365,Trinecke Zelezarny,Light Section And Bar Mill,Czech Republic,65,5.4
3366,Hebei Jingye Group,Continuous Bloom Caster,United Kingdom,19,5.4
3367,Poldi Ocel,Medium Section Mill,Czech Republic,83,5.3
3368,CL Grupo Industrial,Continuous Bloom Caster,Spain,18,5.3
3369,DAM 2004,Medium Section Mill,Hungary,52,5.3
3370,Irish Steel,AC-Electric Arc Furnace,Ireland,46,5.3
3371,Special Metals Corp,Light Section And Bar Mill,United Kingdom,17,5.2
3372,UMB Steel srl,AC-Electric Arc Furnace,Romania,24,5.2
3373,Lodhia Industries,Wire Rod Mill In Bar Mill,Tanzania,0,5.2
3374,Kremikovtzi,Billet-heavy Bar Mill,Bulgaria,0,5.2
3375,Liberty Steel Group,Plate Mill,Romania,46,5.2
3376,Danieli Group,Blast Furnace,Croatia,0,5.1
3377,Finomhengermü Munkas,Light Section And Bar Mill,Hungary,0,5.1
3378,Danieli Group,Blast Furnace,Croatia,0,5.1
3379,Finomhengermü Munkas,Light Section And Bar Mill,Hungary,0,5.1
3380,Finomhengermü Munkas,Light Section And Bar Mill,Hungary,0,5.1
3381,Rugui Steel,Light Section And Bar Mill,Spain,15,5.0
3382,Speciality Steels UK,Vacuum Degassing Plant,United Kingdom,21,4.8
3383,Hebei Jingye Group,Vacuum Degassing Plant,United Kingdom,21,4.8
3384,Kremikovtzi,Blooming And Slabbing Mill,Bulgaria,63,4.8
3385,Ussuri Capital,Thin-Slab Rolling Mill,Romania,0,4.6
3386,Liberty Steel Group,Coking Plant,Hungary,70,4.6
3387,Liberty Steel Group,Vacuum Degassing Plant,Romania,21,4.6
3388,Artrom Steel Tubes S.A.,Plate Mill,Romania,0,4.6
3389,Motisun Group,Light Section And Bar Mill,Tanzania,17,4.6
3390,Liberty Steel Group,Continuous Bloom Caster,Romania,46,4.5
3391,Liberty Steel Group,Continuous Bloom Caster,Romania,46,4.5
3392,Megasa,AC-Electric Arc Furnace,Portugal,24,4.5
3393,Liberty Steel Group,Continuous Bloom Caster,Romania,45,4.5
3394,Irish Steel,Medium Section Mill,Ireland,46,4.5
3395,Böllinghaus Steel,Light Section And Bar Mill,Portugal,29,4.3
3396,Sidermet Calan,Coking Plant,Romania,39,4.2
3397,SIJ Group,Steel Remelting Furnace,Slovenia,13,4.2
3398,Hebei Jingye Group,Continuous Bloom Caster,United Kingdom,0,4.1
3399,Beltrame Group,Coking Plant,Romania,41,4.1
3400,Liberty Steel Group,Coking Plant,Romania,41,4.1
3401,Hebei Jingye Group,Continuous Bloom Caster,United Kingdom,0,4.1
3402,Sev.en Global Investments,AC-Electric Arc Furnace,United Kingdom,19,4.0
3403,Liberty Steel Group,Coking Plant,Romania,42,4.0
3404,Liberty Steel Group,Wire Rod Mill In Bar Mill,United Kingdom,20,3.8
3405,Adria Steel,Wire Rod Mill In Bar Mill,Croatia,56,3.7
3406,SPV NH Ostrava,Medium Section Mill,Czech Republic,68,3.7
3407,Hebei Jingye Group,Continuous Billet Caster,United Kingdom,3,3.7
3408,Ductil Steel SA,Wire Rod Mill,Romania,0,3.6
3409,DAM 2004,Continuous Billet Caster,Hungary,44,3.5
3410,Megasa,Continuous Billet Caster,Spain,19,3.5
3411,Liberty Steel Group,Coking Plant,Romania,44,3.3
3412,Store Steel,Continuous Billet Caster,Slovenia,12,3.3
3413,Speciality Steels UK,Steel Remelting Furnace,United Kingdom,14,3.2
