PBS: CoE,PBS-Element,Installed Base ID,Installed Base,PBS: Execution Type (Product),Technical Location,country,Date Start-up,Status of Plant/Equipment,Date of Verification,Type of Verification,Employee Responsible,name,PBS: Plant type,Location Description (Installed Base),Nominat Capacity [t/y],industry,region,rating,status,fte,revenue,latitude,longitude,company_ceo,fte_count
Flat Products,Color Coating Line (FR),15353.0,GALVANIZING,Color Coating Line for Carbon Steel,"#",Germany,1970-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Carina Gesierich,Salzgitter Flachstahl GmbH,Color Coating Line (FR),Salzgitter Flachstahl GmbH,120000.0,,Europe,,,,,,,,
Flat Products,Color Coating Line (FR),19929.0,GALVANIZING,Color Coating Line for Carbon Steel,"#",Germany,1988-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,Color Coating Line (FR),ZZ MS CRM Import Account,100000.0,,Europe,,,,,,,,
Flat Products,Color Coating Line (FR),11972.0,GALVANIZING,Color Coating Line for Carbon Steel,"#",Slovakia,1968-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Roland Will,"U.S. Steel Kosice, s.r.o.",Color Coating Line (FR),"U.S. Steel Kosice, s.r.o.",150000.0,,Europe,,,,,,,,
Flat Products,Color Coating Line (FR),18593.0,GALVANIZING,Color Coating Line for Carbon Steel,"#",Germany,1996-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Carina Gesierich,ThyssenKrupp Steel Europe AG,Color Coating Line (FR),thyssenkrupp Steel Europe AG - Kreuztal - Eichen,210000.0,,Europe,,,,,,,,
Flat Products,Color Coating Line (FR),18594.0,GALVANIZING,Color Coating Line for Carbon Steel,"#",Germany,1976-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Carina Gesierich,ThyssenKrupp Steel Europe AG,Color Coating Line (FR),thyssenkrupp Steel Europe AG - Kreuztal - Ferndorf,140000.0,,Europe,,,,,,,,
Flat Products,Color Coating Line (FR),17688.0,GALVANIZING,Color Coating Line for Carbon Steel,"#",Spain,2000-01-01 00:00:00,In Operation,2022-01-12 00:00:00,Internet,Carina Gesierich,ArcelorMittal Asturias,Color Coating Line (FR),ArcelorMittal Asturias,100000.0,,Europe,,,,,,,,
Flat Products,Color Coating Line (FR),20233.0,GALVANIZING,Color Coating Line for Carbon Steel,"#",Germany,2006-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Roland Will,ZZ MS CRM Import Account,Color Coating Line (FR),ZZ MS CRM Import Account,40000.0,,Europe,,,,,,,,
Flat Products,Color Coating Line (FR),20566.0,GALVANIZING 1,Color Coating Line for Carbon Steel,"#",Germany,1991-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Carina Gesierich,ZZ MS CRM Import Account,Color Coating Line (FR),ZZ MS CRM Import Account,116666.0,,Europe,,,,,,,,
Flat Products,Color Coating Line (FR),19597.0,GALVANIZING 2,Color Coating Line for Carbon Steel,"#",Germany,1994-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Carina Gesierich,ZZ MS CRM Import Account,Color Coating Line (FR),ZZ MS CRM Import Account,116666.0,,Europe,,,,,,,,
Flat Products,Color Coating Line (FR),19595.0,GALVANIZING 3,Color Coating Line for Carbon Steel,"#",Germany,1997-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Carina Gesierich,ZZ MS CRM Import Account,Color Coating Line (FR),ZZ MS CRM Import Account,116666.0,,Europe,,,,,,,,
Flat Products,Color Coating Line (FR),19805.0,GALVANIZING 4,Color Coating Line for Carbon Steel,"#",Germany,2017-01-01 00:00:00,In Operation,2020-05-06 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,Color Coating Line (FR),ZZ MS CRM Import Account,250000.0,,Europe,,,,,,,,
Flat Products,Color Coating Line (FR),19806.0,PICKLINGLINE(PL) No. 1,Color Coating Line for Carbon Steel,"#",Germany,1997-01-01 00:00:00,In Operation,2020-05-06 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,Color Coating Line (FR),ZZ MS CRM Import Account,830000.0,,Europe,,,,,,,,
Flat Products,Color Coating Line (FR),20312.0,PICKLINGLINE(PL) No. 2,Color Coating Line for Carbon Steel,"#",Germany,2017-01-01 00:00:00,In Operation,2020-05-06 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,Color Coating Line (FR),ZZ MS CRM Import Account,380000.0,,Europe,,,,,,,,
Flat Products,Color Coating Line (FR),19804.0,Reversing Cold Rolling Mill (CRM) No. 1,Color Coating Line for Carbon Steel,"#",Germany,1991-01-01 00:00:00,In Operation,2020-05-06 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,Color Coating Line (FR),ZZ MS CRM Import Account,300000.0,,Europe,,,,,,,,
Flat Products,Color Coating Line (FR),19822.0,Reversing Cold Rolling Mill (CRM) No. 2,Color Coating Line for Carbon Steel,"#",Germany,1994-04-01 00:00:00,In Operation,2020-05-06 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,Color Coating Line (FR),ZZ MS CRM Import Account,300000.0,,Europe,,,,,,,,
Flat Products,Color Coating Line (FR),19809.0,Reversing Cold Rolling Mill (CRM) No. 3,Color Coating Line for Carbon Steel,"#",Germany,1997-09-01 00:00:00,In Operation,2020-05-06 00:00:00,Internet,Rene Meitzke,ZZ MS CRM Import Account,Color Coating Line (FR),ZZ MS CRM Import Account,300000.0,,Europe,,,,,,,,
Flat Products,Color Coating Line (FR),19808.0,Reversing Cold Rolling Mill (CRM) No. 4,Color Coating Line for Carbon Steel,"#",Germany,2017-01-01 00:00:00,In Operation,2020-05-06 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,Color Coating Line (FR),ZZ MS CRM Import Account,150000.0,,Europe,,,,,,,,
Flat Products,Reversing Compact Cold Mill (FR),17778.0,Compact Cold Mill for steel,Reversing Compact Cold Mill,"#",Italy,2018-12-31 00:00:00,Order Placed,2022-01-01 00:00:00,Internet,Judith Melcher,Marcegaglia Ravenna SpA,Reversing Compact Cold Mill (FR),Marcegaglia Ravenna SpA,550.0,,Europe,,,,,,,,
Flat Products,Reversing Compact Cold Mill (FR),21500.0,CRM 1 Stand 6-HIGH-HC,Reversing Compact Cold Mill,"#",Germany,1984-01-01 00:00:00,In Operation,2023-02-13 00:00:00,on site,Johannes Schuchardt,ArcelorMittal Eisenhüttenstadt GmbH,Reversing Compact Cold Mill (FR),ArcelorMittal Eisenhüttenstadt GmbH,0.0,,Europe,,,,,,,,
Flat Products,Reversing Compact Cold Mill (FR),15737.0,Reversing Cold Mills for steel 4 – High,Reversing Compact Cold Mill,"#",Spain,2003-12-31 00:00:00,Order Placed,2022-01-12 00:00:00,Internet,Johannes Schuchardt,A.G. Siderurgica Balboa,Reversing Compact Cold Mill (FR),A.G. Siderurgica Balboa,0.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),20164.0,00,Continuous Galvanizing Line,"#",Germany,2006-12-18 00:00:00,In Operation,2020-02-06 00:00:00,Internet,Carina Gesierich,ZZ MS CRM Import Account,Continuous Galvanizing Line (FR),ZZ MS CRM Import Account,136050.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),20673.0,00,Continuous Galvanizing Line,"#",Germany,2006-12-18 00:00:00,In Operation,2020-02-06 00:00:00,Internet,Carina Gesierich,ZZ MS CRM Import Account,Continuous Galvanizing Line (FR),ZZ MS CRM Import Account,150000.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),10455.0,01,Continuous Galvanizing Line,"#",Germany,"#",In Operation,2018-04-11 00:00:00,Internet,Carina Gesierich,ArcelorMittal Bremen GmbH,Continuous Galvanizing Line (FR),ArcelorMittal Bremen GmbH,500000.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),10150.0,02,Continuous Galvanizing Line,"#",Germany,"#",In Operation,2018-04-11 00:00:00,Internet,Carina Gesierich,ArcelorMittal Bremen GmbH,Continuous Galvanizing Line (FR),ArcelorMittal Bremen GmbH,500000.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),11802.0,Air Knife TKS Galmed,Continuous Galvanizing Line,"#",Spain,1993-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Yawei Chen,"Galmed Steel, S.A.U.",Continuous Galvanizing Line (FR),"Thyssen Krupp Galmed, S.A.",0.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),20706.0,CGL 1,Continuous Galvanizing Line,"#",Germany,2000-01-01 00:00:00,In Operation,2019-09-16 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,Continuous Galvanizing Line (FR),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),19726.0,CGL 1 / HDGL 1,Continuous Galvanizing Line,"#",Poland,1974-12-31 00:00:00,In Operation,2023-02-01 00:00:00,on site,Marek Mika,ArcelorMittal Poland S.A.,Continuous Galvanizing Line (FR),ArcelorMittal Poland S.A. - Oddzial w Swietochlowice (Huta F,350000.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),20707.0,CGL 2,Continuous Galvanizing Line,"#",Germany,2011-01-01 00:00:00,In Operation,2019-09-16 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,Continuous Galvanizing Line (FR),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),12630.0,CGL 2,Continuous Galvanizing Line,"#",Italy,2009-01-01 00:00:00,In Operation,2022-01-01 00:00:00,on site,Roberto Miccoli,Acciaierie d'Italia S.p.A. in A.S.,Continuous Galvanizing Line (FR),ArcelorMittal Italia - Taranto,0.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),11976.0,Continuous Galvanizing Line,Continuous Galvanizing Line,"#",Slovakia,2007-12-31 00:00:00,In Operation,2019-10-01 00:00:00,Internet,Johannes Schuchardt,"U.S. Steel Kosice, s.r.o.",Continuous Galvanizing Line (FR),"U.S. Steel Kosice, s.r.o.",0.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),14269.0,Continuous Galvanizing Line,Continuous Galvanizing Line,"#",Germany,1998-01-01 00:00:00,In Operation,2024-04-25 00:00:00,Internet,Carina Gesierich,ArcelorMittal Eisenhüttenstadt GmbH,Continuous Galvanizing Line (FR),ArcelorMittal Eisenhüttenstadt GmbH,0.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),14533.0,Continuous Galvanizing Plant,Continuous Galvanizing Line,"#",Finland,2000-02-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Torsten Hunecke,SSAB Europe Oy,Continuous Galvanizing Line (FR),SSAB Europe Oy,0.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),13354.0,Hot Dip Galvanising Line 1,Continuous Galvanizing Line,"#",Italy,1971-01-01 00:00:00,Not in Operation,2018-01-01 00:00:00,Internet,Roberto Miccoli,ArcelorMittal Piombino S.p.A.,Continuous Galvanizing Line (FR),ArcelorMittal Piombino S.p.A.,0.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),13352.0,Hot Dip Galvanising Line 2,Continuous Galvanizing Line,"#",Italy,2000-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Roberto Miccoli,ArcelorMittal Piombino S.p.A.,Continuous Galvanizing Line (FR),ArcelorMittal Piombino S.p.A.,0.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),13351.0,Hot Dip Galvanising Line 3,Continuous Galvanizing Line,"#",Italy,2009-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Roberto Miccoli,ArcelorMittal Piombino S.p.A.,Continuous Galvanizing Line (FR),ArcelorMittal Piombino S.p.A.,0.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),15299.0,Hot Dip Galvanizing Line No. 2,Continuous Galvanizing Line,"#",Germany,"#",In Operation,2019-10-01 00:00:00,Internet,Johannes Schuchardt,Salzgitter Flachstahl GmbH,Continuous Galvanizing Line (FR),Salzgitter Flachstahl GmbH,0.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),15197.0,Hot-dip Galvanizing Line,Continuous Galvanizing Line,"#",Germany,1999-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Carina Gesierich,Salzgitter Flachstahl GmbH,Continuous Galvanizing Line (FR),Salzgitter Flachstahl GmbH,0.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),12852.0,Hot-dip Galvanizing Line,Continuous Galvanizing Line,"#",Netherlands,1999-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Roland Will,Wuppermann Staal Nederland BV,Continuous Galvanizing Line (FR),Wuppermann Staal Nederland BV,500000.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),13316.0,Hot-dip Galvanizing Line,Continuous Galvanizing Line,"#",Austria,1988-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Roland Will,Wuppermann Austria GmbH,Continuous Galvanizing Line (FR),Wuppermann Austria GmbH,0.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),12621.0,Hot-dip Galvanizing Line,Continuous Galvanizing Line,"#",Italy,2009-01-01 00:00:00,In Operation,2022-01-01 00:00:00,Internet,Carina Gesierich,Acciaierie d'Italia S.p.A. in A.S.,Continuous Galvanizing Line (FR),ArcelorMittal Italia - Genova,470000.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),12622.0,Hot-dip Galvanizing Line,Continuous Galvanizing Line,"#",Italy,2010-01-01 00:00:00,In Operation,2022-01-01 00:00:00,Internet,Carina Gesierich,Acciaierie d'Italia S.p.A. in A.S.,Continuous Galvanizing Line (FR),ArcelorMittal Italia - Genova,470000.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),14628.0,Hot-dip Galvanizing Line,Continuous Galvanizing Line,"#",Sweden,1977-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Roland Will,SSAB,Continuous Galvanizing Line (FR),SSAB Europe AB - Borlänge,210000.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),18621.0,Hot-dip Galvanizing Line (Extension with,Continuous Galvanizing Line,"#",Germany,2002-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Johannes Schuchardt,ThyssenKrupp Steel Europe AG,Continuous Galvanizing Line (FR),thyssenkrupp Steel Europe AG - Duisburg-Beeckerwerth,400000.0,,Europe,,,,,,,,
Flat Products,Continuous Galvanizing Line (FR),18065.0,New shear for CGL exit section,Continuous Galvanizing Line,"#",France,2019-01-01 00:00:00,Order Placed,2018-01-01 00:00:00,Internet,Daniele Alati,ArcelorMittal Atlantique & Lorraine S.A.S.,Continuous Galvanizing Line (FR),ArcelorMittal Atlantique & Lorraine S.A.S. - Florange (incl.,0.0,,Europe,,,,,,,,
Flat Products,Continuous Pickling Line (FR),20675.0,00,Continuous Pickling Line,"#",Germany,2006-12-18 00:00:00,In Operation,2020-02-06 00:00:00,Internet,Carina Gesierich,ZZ MS CRM Import Account,Continuous Pickling Line (FR),ZZ MS CRM Import Account,350000.0,,Europe,,,,,,,,
Flat Products,Continuous Pickling Line (FR),15242.0,00,Continuous Pickling Line,"#",Germany,2008-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Carina Gesierich,Salzgitter Flachstahl GmbH,Continuous Pickling Line (FR),Salzgitter Flachstahl GmbH,2500000.0,,Europe,,,,,,,,
Flat Products,Continuous Pickling Line (FR),18525.0,00,Continuous Pickling Line,"#",Germany,1971-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Carina Gesierich,ThyssenKrupp Steel Europe AG,Continuous Pickling Line (FR),thyssenkrupp Steel Europe AG - Dortmund-Westfalenhütte,0.0,,Europe,,,,,,,,
Flat Products,Continuous Pickling Line (FR),12613.0,01,Continuous Pickling Line,"#",Italy,1989-01-01 00:00:00,In Operation,2022-01-01 00:00:00,Internet,Carina Gesierich,Acciaierie d'Italia S.p.A. in A.S.,Continuous Pickling Line (FR),ArcelorMittal Italia - Genova,0.0,,Europe,,,,,,,,
Flat Products,Continuous Pickling Line (FR),14539.0,Continuous Pickling Line,Continuous Pickling Line,"#",Finland,1997-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Johannes Schuchardt,SSAB Europe Oy,Continuous Pickling Line (FR),SSAB Europe Oy,0.0,,Europe,,,,,,,,
Flat Products,Continuous Pickling Line (FR),13330.0,Continuous Pickling Line,Continuous Pickling Line,"#",Italy,1973-01-01 00:00:00,In Operation,2018-01-01 00:00:00,Internet,Roberto Miccoli,ArcelorMittal Piombino S.p.A.,Continuous Pickling Line (FR),ArcelorMittal Piombino S.p.A.,0.0,,Europe,,,,,,,,
Flat Products,Continuous Pickling Line (FR),14625.0,Continuous Pickling Line,Continuous Pickling Line,"#",Sweden,1978-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Roland Will,SSAB,Continuous Pickling Line (FR),SSAB Europe AB - Borlänge,0.0,,Europe,,,,,,,,
Flat Products,Continuous Pickling Line (FR),10012.0,Continuous Pickling Line (New Turbulence,Continuous Pickling Line,S-DE-BREME,Germany,2007-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Johannes Schuchardt,ArcelorMittal Bremen GmbH,Continuous Pickling Line (FR),ArcelorMittal Bremen GmbH,2000000.0,,Europe,,,,,,,,
Flat Products,Continuous Pickling Line (FR),21481.0,Continuous Pickling Line by BWG,Continuous Pickling Line,"#",Germany,1965-01-01 00:00:00,In Operation,2023-02-09 00:00:00,on site,Ronald Genßler,ThyssenKrupp Steel Europe AG,Continuous Pickling Line (FR),thyssenkrupp Steel Europe AG - Duisburg-Hüttenheim,830000.0,,Europe,,,,,,,,
Flat Products,Continuous Pickling Line (FR),20310.0,CPL,Continuous Pickling Line,"#",Germany,2020-05-11 00:00:00,In Operation,2020-05-06 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,Continuous Pickling Line (FR),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Flat Products,Continuous Pickling Line (FR),20308.0,CPL,Continuous Pickling Line,"#",Germany,2020-05-11 00:00:00,In Operation,2020-05-06 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,Continuous Pickling Line (FR),ZZ MS CRM Import Account,0.0,,Europe,,,,,,,,
Flat Products,Continuous Pickling Line (FR),17814.0,CPL,Continuous Pickling Line,"#",Italy,"#",In Operation,2022-01-01 00:00:00,on site,Roberto Miccoli,Marcegaglia Ravenna SpA,Continuous Pickling Line (FR),Marcegaglia Ravenna SpA,0.0,,Europe,,,,,,,,
Flat Products,Continuous Pickling Line (FR),12061.0,New MDS HCl turbulence pickling line wit,Continuous Pickling Line,"#",Austria,1995-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Roland Will,voestalpine Stahl GmbH,Continuous Pickling Line (FR),voestalpine Stahl GmbH,0.0,,Europe,,,,,,,,
Flat Products,Continuous Pickling Line (FR),19633.0,Pickling line,Continuous Pickling Line,"#",Germany,2018-05-21 00:00:00,In Operation,2018-05-21 00:00:00,by phone,Johannes Schuchardt,ZZ MS CRM Import Account,Continuous Pickling Line (FR),ZZ MS CRM Import Account,1200000.0,,Europe,,,,,,,,
Flat Products,CSP Plant (FR),11.0,16 MN Light Metal Extrusion Line,Descaler,"#",Portugal,2020-08-21 00:00:00,Planned,2020-08-26 00:00:00,offer/order,Hans-Uwe Rode,Portalex Aluminio SA,CSP Plant (FR),Portalex Aluminio SA,0.0,,Europe,,,,,,,,
Flat Products,CSP Plant (FR),18567.0,CSP® Mill,Compact mill (5-7 stands),"#",Germany,1999-03-01 00:00:00,In Operation,2019-06-27 00:00:00,Internet,Johannes Schuchardt,ThyssenKrupp Steel Europe AG,CSP Plant (FR),thyssenkrupp Steel Europe AG,2400000.0,,Europe,,,,,,,,
Flat Products,CSP Plant (FR),10528.0,CSP® Mill,Compact mill (5-7 stands),"#",Spain,1996-10-01 00:00:00,In Operation,2022-01-12 00:00:00,Internet,Johannes Schuchardt,ArcelorMittal Sestao S.L.U,CSP Plant (FR),ArcelorMittal Sestao S.L.U,1850000.0,,Europe,,,,,,,,
Flat Products,CSP Plant (FR),16150.0,Downcoiler,Coiler,"#",Sweden,1989-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Lena Shabon,Outokumpu Stainless AB,CSP Plant (FR),Outokumpu Stainless AB - Avesta,1000000.0,,Europe,,,,,,,,
Flat Products,CSP Plant (FR),19714.0,Downcoiler (Steckel),Coiler,"#",Germany,1996-01-01 00:00:00,In Operation,2020-01-01 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,CSP Plant (FR),ZZ MS CRM Import Account,600000.0,,Europe,,,,,,,,
Flat Products,Thin slab casting plant,18383.0,CSP Caster (1 x 1),CSP - Vertical Solid Bending Caster,"#",Netherlands,2000-01-01 00:00:00,In Operation,2019-10-24 00:00:00,Internet,Johannes Schuchardt,Tata Steel IJmuiden B.V.,CSP Plant (FR),TATA STEEL NEDERLAND BV,0.0,,Europe,,,,,,,,
Flat Products,Thin slab casting plant,10332.0,CSP Caster (1 x 1),CSP - Vertical Solid Bending Caster,"#",Italy,2001-01-01 00:00:00,Not in Operation,2019-10-24 00:00:00,Internet,Roberto Miccoli,Acciai Speciali Terni spa,CSP Plant (FR),Acciai Speciali Terni S.p.A.,0.0,,Europe,,,,,,,,
Flat Products,Thin slab casting plant,10391.0,CSP Caster 1 (1 x 1),CSP - Vertical Solid Bending Caster,"#",Spain,1996-01-01 00:00:00,In Operation,2022-01-12 00:00:00,Internet,Johannes Schuchardt,ArcelorMittal Sestao S.L.U,CSP Plant (FR),ArcelorMittal Sestao S.L.U,0.0,,Europe,,,,,,,,
Flat Products,Thin slab casting plant,10529.0,CSP Caster 2 (1 x 1),CSP - Vertical Solid Bending Caster,"#",Spain,2003-01-01 00:00:00,Not in Operation,2022-01-12 00:00:00,Internet,Johannes Schuchardt,ArcelorMittal Sestao S.L.U,CSP Plant (FR),ArcelorMittal Sestao S.L.U,0.0,,Europe,,,,,,,,
Flat Products,Continuous Tandem Cold Mill (FR),20704.0,"Continuous 4-Stand TCM (4 x Z-High, 18 H",Continuous Tandem Cold Mill,"#",Germany,2007-12-31 00:00:00,Planned,2020-04-23 00:00:00,Internet,Johannes Schuchardt,ZZ MS CRM Import Account,Continuous Tandem Cold Mill (FR),ZZ MS CRM Import Account,500000.0,,Europe,,,,,,,,
Flat Products,Continuous Tandem Cold Mill (FR),21503.0,Tandem Cold Rolling Mill,Continuous Tandem Cold Mill,"#",Austria,1971-01-01 00:00:00,In Operation,2023-02-13 00:00:00,Internet,Johannes Schuchardt,voestalpine Stahl GmbH,Continuous Tandem Cold Mill (FR),voestalpine Stahl GmbH,0.0,,Europe,,,,,,,,
Flat Products,Continuous Tandem Cold Mill (FR),21504.0,Tandem Cold Rolling Mill,Continuous Tandem Cold Mill,"#",Austria,2007-01-01 00:00:00,In Operation,2023-02-13 00:00:00,Internet,Johannes Schuchardt,voestalpine Stahl GmbH,Continuous Tandem Cold Mill (FR),voestalpine Stahl GmbH,0.0,,Europe,,,,,,,,
Flat Products,Continuous Tandem Cold Mill (FR),21499.0,TCM 5-Stands 4-HI+1 6-HI,Continuous Tandem Cold Mill,"#",Germany,1963-02-01 00:00:00,In Operation,2023-02-13 00:00:00,Internet,Johannes Schuchardt,Salzgitter Flachstahl GmbH,Continuous Tandem Cold Mill (FR),Salzgitter Flachstahl GmbH,0.0,,Europe,,,,,,,,
